region_name,region_kr_name,continent,iso_country
West Virginia,웨스트 버지니아,NA,US
Wyoming,와이오밍,NA,US
Artigas Department,아르티가스 부서,SA,UY
Canelones Department,카넬로네스 부서,SA,UY
Cerro Largo Department,세로 라르고 부서,SA,UY
Colonia Department,콜로니아 부서,SA,UY
Durazno Department,두라즈노 주,SA,UY
Florida Department,플로리다주,SA,UY
Flores Department,플로레스주,SA,UY
Lavalleja Department,라바예하주,SA,UY
Maldonado Department,말도나도 주,SA,UY
Montevideo Department,몬테비데오 주,SA,UY
Paysandu Department,페이산두 부서,SA,UY
Rocha Department,로차 부서,SA,UY
Rivera Department,리베라학과,SA,UY
Salto Department,살토 부서,SA,UY
Soriano Department,소리아노학과,SA,UY
Tacuarembo Department,타쿠아렘보 주,SA,UY
Treinta y Tres Department,Treinta y Tres 부서,SA,UY
Andijan Region,안디잔 지역,AS,UZ
Bukhara Region,부하라 지역,AS,UZ
Fergana Region,페르가나 지역,AS,UZ
Jizzakh Region,지자크 지역,AS,UZ
Namangan Region,나만간 지역,AS,UZ
Navoiy Region,나보이 지역,AS,UZ
Qashqadaryo Region,카쉬카다리오 지역,AS,UZ
Republic of Karakalpakstan,카라칼파크스탄 공화국,AS,UZ
Samarqand Region,사마르칸트 지역,AS,UZ
Sirdaryo Region,시르다료 지역,AS,UZ
Surxondaryo Region,수르손다료 지역,AS,UZ
Tashkent City,타슈켄트시,AS,UZ
Tashkent Region,타슈켄트 지역,AS,UZ
Xorazm Region,조라즘 지역,AS,UZ
Charlotte,샬럿,NA,VC
Saint Andrew,세인트 앤드류,NA,VC
Saint David,세인트 데이비드,NA,VC
Saint George,세인트 조지,NA,VC
Saint Patrick,성 패트릭,NA,VC
Grenadines,그레나딘,NA,VC
Capital District,수도 지구,SA,VE
Apure State,아퓨어 스테이트,SA,VE
Aragua State,아라과 주,SA,VE
Barinas State,바리나스 주,SA,VE
Carabobo State,카라보보주,SA,VE
Cojedes State,코헤데스 주,SA,VE
Lara State,라라 주,SA,VE
Miranda State,미란다 주,SA,VE
Monagas State,모가스 주,SA,VE
Nueva Esparta State,누에바에스파르타주,SA,VE
Portuguesa State,포르투갈 주,SA,VE
Sucre State,수크레주,SA,VE
Trujillo State,트루히요 주,SA,VE
Yaracuy State,야라쿠이 주,SA,VE
Zulia State,줄리아 주,SA,VE
Federal Dependencies,연방 종속성,SA,VE
Delta Amacuro State,델타 아마쿠로 주,SA,VE
Amazonas State,아마조나스 주,SA,VE
Central Highlands Region,중부 고원 지역,AS,VN
North Central Region,북부 중부 지역,AS,VN
Northeast Region,북동부 지역,AS,VN
Northwest Region,북서부 지역,AS,VN
Red River Delta Region,레드리버 삼각주 지역,AS,VN
South Central Coast Region,중남부 해안 지역,AS,VN
Southeast Region,남동부 지역,AS,VN
Southwest Region,남서부 지역,AS,VN
Malampa,말람파,OC,VU
Penama,페나마,OC,VU
Sanma,산마,OC,VU
Shefa,셰파,OC,VU
Tafea,타페아,OC,VU
Torba,토르바,OC,VU
A'ana District,아나 지구,OC,WS
Aiga-i-le-Tai District,아이가이르타이 지구,OC,WS
Atua District,아투아 지구,OC,WS
Fa'aaaleleaga District,Fa'aaaleleaga 지구,OC,WS
Gaga'emauga District,가가에마우가 지구,OC,WS
Gagaifomauga District,가가이포마우가 지구,OC,WS
Palauli District,팔라울리 지구,OC,WS
Satupa'itea District,사투파이테아 지구,OC,WS
Tuamasaga District,투아마사가 지구,OC,WS
Va'a-o-Fonoti District,Va'a-o-Fonoti 지구,OC,WS
Vaisigano District,바이시가노 지구,OC,WS
Abyan Governorate,아비안 주,AS,YE
Adan Governorate,아단주,AS,YE
Amran Governorate,암란 주,AS,YE
Al Bayda' Governorate,알바이다주,AS,YE
Ad Dali Governorate,애드 달리 주,AS,YE
Dhamar Governorate,다마르주,AS,YE
Hadramawt Governorate,하드라마우트 주,AS,YE
Hajjah Governorate,하자주,AS,YE
Al Hydaydah Governorate,알 하이다이다 주,AS,YE
Ibb Governorate,이브 주,AS,YE
Al Jawf Governorate,알 자와프 주,AS,YE
Lahij Governorate,라히즈주,AS,YE
Ma'rib Governorate,마리브주,AS,YE
Al Mahrah Governorate,알 마흐라 주,AS,YE
Al Hudaydah Governorate,알 후데이다 주,AS,YE
Al Mahwit Governorate,알 마위트 주,AS,YE
Sa'dah Governorate,사다 주,AS,YE
Shabwah Governorate,샤브와 주,AS,YE
San'a' Governorate,사나 주,AS,YE
Ta'izz Governorate,타이즈 주,AS,YE
Eastern Cape,이스턴 케이프,AF,ZA
Free State,자유 국가,AF,ZA
Gauteng,가우텡,AF,ZA
Mpumalanga,음푸말랑가,AF,ZA
Northern Cape,노던케이프,AF,ZA
Kwazulu-Natal,콰줄루나탈,AF,ZA
Limpopo,림포포,AF,ZA
North-West,북서,AF,ZA
Western Cape,웨스턴케이프,AF,ZA
Western Province,서부 지방,AF,ZM
Central Province,중부 지방,AF,ZM
Eastern Province,동부 지방,AF,ZM
Luapula Province,루아풀라 주,AF,ZM
Northern Province,북부 지방,AF,ZM
North-Western Province,북서부 지방,AF,ZM
Southern Province,남부 지방,AF,ZM
Copperbelt Province,코퍼벨트 주,AF,ZM
Lusaka Province,루사카 주,AF,ZM
Muchinga Province,무칭가 주,AF,ZM
Bulawayo Metropolitan Province,불라와요 수도권,AF,ZW
Harare Metropolitan Province,하라레 수도권,AF,ZW
Manicaland Province,매니칼랜드 주,AF,ZW
Mashonaland Central Province,마쇼날랜드 중부 주,AF,ZW
Mashonaland East Province,마쇼날랜드 동부 주,AF,ZW
Midlands Province,미들랜즈 주,AF,ZW
Matabeleland North Province,북부 마타벨렐란드 주,AF,ZW
Matabeleland South Province,마타벨렐란드 남부 주,AF,ZW
Masvingo Province,마스빙고 주,AF,ZW
Mashonaland West Province,마쇼날랜드 서부 주,AF,ZW
